MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
154112  1928.100041  25707  207  259  0.76782  1.0       +176  0.01997  0.0          0  GainChiral    NoChange   1.01986  99.00000               1               1    7
154113  1928.100041  25707  212  255  0.87868  1.0       +176  0.04556  0.0          0  GainChiral    NoChange   0.99655  99.00000               1               1    7
154114  1928.100041  25707  212  256  0.80985  1.0       +176  0.03389  0.0          0  GainChiral    NoChange   1.01806  99.00000               1               1    7
154115  1928.100041  25707  215  255  0.85834  1.0       +176  0.02279  0.0          0  GainChiral    NoChange   1.01310  99.00000               1               1    7
154116  1928.100041  25707  216  250  0.81796  1.0       +176  0.03265  0.0          0  GainChiral    NoChange   1.00850  99.00000               1               1    7
154117  1928.100041  25707  216  255  0.84760  1.0       +176  0.00056  0.0          0  GainChiral    NoChange   0.99361  99.00000               1               1    7
154118  1928.100041  25707  217  309  0.31978  0.0       -197 -1.01140 -1.0       -367  LossChiral  GainChiral   1.01492   1.10138               1               1    1
154119  1928.100041  25707  217  310  0.31542  0.0       -197 -1.01898 -1.0       -367  LossChiral  GainChiral   1.01703   1.10217               1               1    1
154120  1928.100041  25707  219  246  0.90528  1.0       +176  0.02347  0.0          0  GainChiral    NoChange   0.99228  99.00000               1               1    7
154121  1928.100041  25707  219  250  0.80302  1.0       +176  0.01940  0.0          0  GainChiral    NoChange   1.00738  99.00000               1               1    7
154122  1928.100041  25707  220  310  0.34595  0.0       -197 -1.01991 -1.0       -367  LossChiral  GainChiral   1.02434   1.10790               1               1    1
154123  1928.100041  25707  221  310  0.38250  0.0       -197 -0.98740 -1.0       -367  LossChiral  GainChiral   1.01789   1.10230               1               1    1
154124  1928.100041  25707  222  246  0.83146  1.0       +176  0.03825  0.0          0  GainChiral    NoChange   0.99188  99.00000               1               1    7
154125  1928.100041  25707  223  246  0.83412  1.0       +176 -0.00248 -0.0          0  GainChiral    NoChange   0.99493  99.00000               1               1    7
154126  1928.100041  25707  224  332  0.40934  0.0       -197 -0.88975 -1.0       -367  LossChiral  GainChiral   1.01062   1.06739               1               1    1
154127  1928.100041  25707  227  336  0.41670  0.0  +176,-194 -1.03763 -1.0       -367    NoChange  GainChiral  99.00000   1.08516               2               1    3
154128  1928.100041  25707  228  335  0.46683  0.0  +176,-194 -0.99900 -1.0       -367    NoChange  GainChiral  99.00000   1.08008               2               1    3
154129  1928.100041  25707  228  336  0.43887  0.0  +176,-194 -1.03887 -1.0       -367    NoChange  GainChiral  99.00000   1.08470               2               1    3
154130  1928.100041  25707  231  336  0.38117  0.0       -197 -1.03401 -1.0       -367  LossChiral  GainChiral   0.98661   1.08383               1               1    1
154131  1928.100041  25707  286  385 -0.94888 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.03138  99.00000               1               1    0
154132  1928.100041  25707  287  381 -0.92541 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.01979  99.00000               1               1    0
154133  1928.100041  25707  287  382 -0.92750 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.02040  99.00000               1               1    0
154134  1928.100041  25707  287  385 -0.92315 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.02838  99.00000               1               1    0
154135  1928.100041  25707  289  385 -0.81431 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.02573  99.00000               1               1    0
154136  1928.100041  25707  290  381 -0.77107 -1.0       -264  0.00000  0.0          0  GainChiral    NoChange   1.04061  99.00000               1               1    0
154137  1928.100041  25707  290  382 -0.77847 -1.0       -264  0.00000  0.0          0  GainChiral    NoChange   1.04149  99.00000               1               1    0
154138  1928.100041  25707  290  384 -0.79077 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.04543  99.00000               1               1    0
154139  1928.100041  25707  290  385 -0.78840 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.05065  99.00000               1               1    0
154140  1928.100041  25707  291  381 -0.69504 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.02213  99.00000               1               1    0
154141  1928.100041  25707  294  380 -0.60100 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.03889  99.00000               1               1    0
154142  1928.100041  25707  340  385 -0.95447 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.07389  99.00000               1               1    0
154143  1928.100041  25707  341  385 -1.02519 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.07518  99.00000               1               1    0
154144  1928.100041  25707  341  386 -1.02836 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.07673  99.00000               1               1    0
154145  1928.100041  25707  342  385 -1.06713 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08224  99.00000               1               1    0
154146  1928.100041  25707  342  386 -1.06890 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08332  99.00000               1               1    0
154147  1928.100041  25707  343  386 -1.04359 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08361  99.00000               1               1    0
154148  1928.100041  25707  352  379 -1.03661 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08916  99.00000               1               1    0
154149  1928.100041  25707  352  382 -1.03898 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.09539  99.00000               1               1    0
154150  1928.100041  25707  352  383 -1.03663 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.09539  99.00000               1               1    0
154151  1928.100041  25707  356  375 -1.02087 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08145  99.00000               1               1    0
154152  1928.100041  25707  356  378 -1.00685 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08701  99.00000               1               1    0
154153  1928.100041  25707  356  379 -1.01290 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.08497  99.00000               1               1    0
154154  1928.100041  25707  360  375 -0.99784 -1.0       -262  0.00000  0.0          0  GainChiral    NoChange   1.07300  99.00000               1               1    0
tag: Q46856_1OJ7_D
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/Q46856_1OJ7_D_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/Q46856_t43_f-960_Q0.949.pdb -p 1

####################################################################################################
GAIN P0AES0 19
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0AES0_2IO9_B/Q/P0AES0_2IO9_B_t19.Q
(2600,) 562 0.9562398703403564 2038 0.9562398703403564
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0AES0_2IO9_B/Quenching/P0AES0_2IO9_B_t19_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0AES0_2IO9_B/setup/P0AES0_2IO9_B_rebuilt_clean_ca.psf
Frame -2038 successfully saved to ./highQ_Misfoled_Candidates/P0AES0_t19_f-2038_Q0.956.pdb.
frame: 24629
frame_EntInfo:
          Time(ns)  Frame    i    j       gn   Gn crossingsN       gc   Gc crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
54384  1847.250039  24629   76  590 -0.03005 -0.0          0  1.22619  1.0       +600    NoChange  GainChiral  99.00000   1.10075               1               1    3
54385  1847.250039  24629  262  584  0.15800  0.0          0  1.04708  1.0       +600    NoChange  GainChiral  99.00000   1.02093               1               1    3
54386  1847.250039  24629  263  591  0.16768  0.0          0  1.07336  1.0       +600    NoChange  GainChiral  99.00000   0.93572               1               1    3
54387  1847.250039  24629  266  584  0.13685  0.0          0  1.10020  1.0       +600    NoChange  GainChiral  99.00000   1.02615               1               1    3
54388  1847.250039  24629  266  586  0.15088  0.0          0  1.00770  1.0       +600    NoChange  GainChiral  99.00000   1.06572               1               1    3
54389  1847.250039  24629  266  590  0.12566  0.0          0  1.15703  1.0       +600    NoChange  GainChiral  99.00000   1.09445               1               1    3
54390  1847.250039  24629  266  591  0.13318  0.0          0  1.07468  1.0       +600    NoChange  GainChiral  99.00000   0.93761               1               1    3
54391  1847.250039  24629  267  590  0.17255  0.0          0  1.14432  1.0       +600    NoChange  GainChiral  99.00000   1.08741               1               1    3
54392  1847.250039  24629  267  591  0.17679  0.0          0  1.06327  1.0       +600    NoChange  GainChiral  99.00000   0.93273               1               1    3
54393  1847.250039  24629  293  447 -0.05860 -0.0          0  0.01633  0.0       +487    NoChange  LossChiral  99.00000   1.04640               1               1    2
54394  1847.250039  24629  293  451 -0.04808 -0.0          0  0.05521  0.0       +487    NoChange  LossChiral  99.00000   1.00223               1               1    2
54395  1847.250039  24629  295  460 -0.05096 -0.0          0  0.14515  0.0       +487    NoChange  LossChiral  99.00000   1.08264               1               1    2
54396  1847.250039  24629  295  461 -0.06213 -0.0          0  0.13468  0.0       +487    NoChange  LossChiral  99.00000   1.04732               1               1    2
54397  1847.250039  24629  296  461 -0.05368 -0.0          0  0.14577  0.0       +487    NoChange  LossChiral  99.00000   1.04171               1               1    2
54398  1847.250039  24629  312  586  0.05623  0.0          0  1.04038  1.0       +600    NoChange  GainChiral  99.00000   1.05450               1               1    3
54399  1847.250039  24629  312  587  0.07680  0.0          0  1.03247  1.0       +600    NoChange  GainChiral  99.00000   1.05803               1               1    3
54400  1847.250039  24629  313  585  0.07142  0.0          0  1.02968  1.0       +600    NoChange  GainChiral  99.00000   1.01552               1               1    3
54401  1847.250039  24629  313  586  0.10282  0.0          0  1.04888  1.0       +600    NoChange  GainChiral  99.00000   1.06121               1               1    3
54402  1847.250039  24629  313  587  0.11940  0.0          0  1.04253  1.0       +600    NoChange  GainChiral  99.00000   1.06441               1               1    3
